locationid,measureid,data_value
01083,DIABETES,12.5
05057,DENTAL,49.6
59,HIGHCHOL,32.2
02105,DENTAL,54.5
01125,BPHIGH,38.9
01103,HIGHCHOL,41.8
06017,DENTAL,69.4
05031,HIGHCHOL,33.7
05079,DENTAL,44.8
01095,HIGHCHOL,42.5
02275,CHECKUP,65.2
05015,DIABETES,11.4
06067,ACCESS2,8.7
05149,DENTAL,49.4
06023,ACCESS2,7.7
06063,DENTAL,67.1
04009,DENTAL,54.5
02013,DENTAL,47.6
01041,DIABETES,13.4
01065,HIGHCHOL,35.5
02070,DENTAL,47.4
06035,CASTHMA,10.3
01133,CHECKUP,80.0
05091,DENTAL,46.8
06021,ACCESS2,13.7
06011,CHECKUP,68.1
02070,HIGHCHOL,32.4
05015,ACCESS2,13.7
06007,BPHIGH,30.5
05135,BPHIGH,37.6
06009,CHECKUP,76.6
05065,CHECKUP,79.7
02195,HIGHCHOL,36.7
01027,ACCESS2,11.0
05075,BPHIGH,39.1
05059,CASTHMA,10.4
05143,BPHIGH,36.4
02013,DIABETES,12.9
02220,DIABETES,9.9
01013,HIGHCHOL,36.0
06061,DENTAL,68.9
04015,CASTHMA,11.2
05117,CHECKUP,76.8
05093,DENTAL,45.6
01087,BPHIGH,50.6
01039,BPHIGH,46.4
06065,DENTAL,64.1
05119,DIABETES,12.9
02240,DENTAL,52.9
01011,BPHIGH,56.6
06045,CASTHMA,10.7
01065,DIABETES,19.7
01065,ACCESS2,12.4
02240,DIABETES,9.0
05027,BPHIGH,42.8
02220,BPHIGH,30.0
02090,CASTHMA,10.0
05037,CASTHMA,10.9
01125,DIABETES,12.4
05097,DENTAL,51.6
02180,ACCESS2,13.5
02290,CHECKUP,69.4
01007,CHECKUP,77.3
06065,CHECKUP,71.8
05051,HIGHCHOL,39.3
01057,ACCESS2,11.5
05045,CASTHMA,10.1
01033,BPHIGH,38.6
05057,BPHIGH,46.2
04027,HIGHCHOL,35.9
06013,ACCESS2,8.1
05075,CHECKUP,76.2
01071,ACCESS2,11.8
01131,DIABETES,23.8
06049,HIGHCHOL,31.1
06003,HIGHCHOL,38.5
05025,CASTHMA,10.6
06059,CASTHMA,9.0
05057,ACCESS2,14.9
01079,CASTHMA,10.5
05013,CHECKUP,80.5
01053,HIGHCHOL,42.8
02060,DENTAL,58.1
02158,CASTHMA,14.6
01041,ACCESS2,11.7
01071,BPHIGH,39.6
01117,HIGHCHOL,35.6
05119,ACCESS2,10.4
02185,CHECKUP,64.6
05097,BPHIGH,37.4
05125,BPHIGH,40.0
01103,ACCESS2,11.7
01069,DIABETES,15.7
02060,DENTAL,59.0
04023,DENTAL,51.0
05125,DIABETES,9.5
04005,BPHIGH,27.0
01117,DIABETES,11.2
05101,CASTHMA,10.5
02158,HIGHCHOL,30.5
01013,ACCESS2,11.3
04011,DIABETES,10.1
05045,ACCESS2,9.1
05127,DIABETES,14.8
05007,CHECKUP,78.0
06053,HIGHCHOL,31.9
04027,BPHIGH,35.3
05045,CHECKUP,77.5
01123,CHECKUP,79.0
01121,DENTAL,52.8
06015,DENTAL,53.1
05083,DENTAL,51.6
06035,CHECKUP,68.6
02150,HIGHCHOL,34.8
05041,HIGHCHOL,42.0
01075,CASTHMA,10.3
06049,DIABETES,14.9
01103,DENTAL,54.9
05007,BPHIGH,32.8
01073,DIABETES,13.5
05029,DIABETES,15.6
01079,ACCESS2,10.5
05029,ACCESS2,11.8
05001,HIGHCHOL,32.7
06007,HIGHCHOL,30.6
02150,DENTAL,55.8
05133,ACCESS2,20.5
01051,BPHIGH,38.2
01097,CASTHMA,9.8
01087,DIABETES,17.7
02185,CHECKUP,65.3
01131,CASTHMA,12.1
01013,DIABETES,18.9
06063,ACCESS2,6.4
01035,DENTAL,49.8
01075,BPHIGH,40.4
01011,CHECKUP,82.1
01025,DENTAL,50.1
04027,ACCESS2,24.1
05041,DENTAL,39.9
06025,CHECKUP,68.4
01081,CHECKUP,79.0
06025,HIGHCHOL,35.0
02170,CHECKUP,70.8
02170,BPHIGH,32.0
06049,ACCESS2,8.6
06021,DIABETES,12.6
05075,HIGHCHOL,34.2
01053,CHECKUP,78.5
05113,CHECKUP,76.0
05027,CHECKUP,80.0
06035,HIGHCHOL,30.7
04012,DENTAL,50.4
01023,CASTHMA,10.9
02240,ACCESS2,11.7
13065,CASTHMA,11.1
06095,ACCESS2,9.1
13113,CHECKUP,81.1
08121,CASTHMA,11.1
13057,DIABETES,11.0
08111,HIGHCHOL,28.5
12091,ACCESS2,11.9
08025,ACCESS2,21.1
13111,DENTAL,58.6
08071,HIGHCHOL,36.4
13095,DIABETES,19.0
12011,BPHIGH,32.1
08083,CHECKUP,73.6
13039,HIGHCHOL,36.4
08003,HIGHCHOL,29.9
13153,HIGHCHOL,34.6
08111,ACCESS2,8.9
08107,DENTAL,68.6
13065,CHECKUP,76.0
12037,DENTAL,52.9
08069,CASTHMA,11.2
06109,CHECKUP,70.9
06081,DIABETES,9.0
08099,CHECKUP,70.4
12095,DENTAL,57.2
06075,HIGHCHOL,35.2
09190,DIABETES,7.4
13029,DENTAL,64.0
13155,ACCESS2,15.8
13063,ACCESS2,17.0
08015,BPHIGH,32.3
13075,DENTAL,50.6
06091,DENTAL,64.7
12087,CASTHMA,8.9
08015,HIGHCHOL,28.5
08011,BPHIGH,33.9
08091,CHECKUP,77.6
13165,CASTHMA,11.2
08011,DENTAL,48.8
12031,CASTHMA,10.3
13163,CHECKUP,78.1
12127,CHECKUP,75.4
08123,DIABETES,9.5
08029,CHECKUP,74.1
13081,DENTAL,52.5
08055,HIGHCHOL,29.8
12013,CASTHMA,10.6
08014,DENTAL,71.1
13023,DENTAL,58.2
13027,DENTAL,47.0
08067,BPHIGH,28.6
12067,DIABETES,14.6
13001,HIGHCHOL,41.7
08049,CASTHMA,10.8
12029,DENTAL,45.9
12085,CASTHMA,9.2
12127,HIGHCHOL,32.8
09140,HIGHCHOL,33.8
06095,CHECKUP,70.6
12077,BPHIGH,37.1
13043,ACCESS2,17.2
08057,CASTHMA,11.5
06081,ACCESS2,6.9
08065,DENTAL,69.2
13151,CHECKUP,79.9
08047,HIGHCHOL,27.8
06095,ACCESS2,9.4
13139,CASTHMA,9.5
13081,BPHIGH,42.2
12003,HIGHCHOL,34.6
13131,CASTHMA,10.8
12055,DIABETES,18.3
13051,DIABETES,13.1
08061,CASTHMA,11.4
09150,ACCESS2,8.1
13073,HIGHCHOL,33.6
08003,CASTHMA,11.0
08021,ACCESS2,19.5
08007,CASTHMA,10.9
13023,BPHIGH,40.2
08103,ACCESS2,10.4
09130,CHECKUP,82.8
12083,ACCESS2,15.6
06101,HIGHCHOL,31.8
12087,DIABETES,9.7
09110,HIGHCHOL,39.1
08087,BPHIGH,31.6
08119,ACCESS2,8.4
08053,CASTHMA,10.4
13089,HIGHCHOL,35.4
06111,CHECKUP,71.6
13095,ACCESS2,15.5
13009,CASTHMA,10.8
13033,ACCESS2,15.0
12063,CHECKUP,77.4
13077,ACCESS2,11.2
10003,CASTHMA,10.4
08014,CHECKUP,71.6
12121,CASTHMA,10.2
08003,CHECKUP,69.2
13139,ACCESS2,18.0
08009,HIGHCHOL,29.6
13149,DENTAL,55.7
13103,DIABETES,11.3
08065,HIGHCHOL,31.3
13031,CHECKUP,76.4
08035,CHECKUP,74.6
13015,CASTHMA,10.1
12099,DENTAL,59.2
13109,ACCESS2,17.6
12045,DENTAL,54.7
13113,ACCESS2,9.7
12079,DENTAL,43.2
06097,DIABETES,8.6
12029,HIGHCHOL,32.4
13149,CASTHMA,10.5
08073,CASTHMA,10.9
13005,CHECKUP,75.4
12045,CASTHMA,9.8
12103,DENTAL,56.1
13039,DENTAL,56.2
13091,CASTHMA,10.7
13053,CHECKUP,76.1
13081,HIGHCHOL,33.5
09130,BPHIGH,33.5
06099,CHECKUP,71.0
08061,HIGHCHOL,37.5
13127,CHECKUP,80.7
13085,CASTHMA,9.5
08043,BPHIGH,32.6
13047,CHECKUP,77.7
13121,BPHIGH,33.4
10005,BPHIGH,32.8
10001,DENTAL,62.5
08017,DENTAL,63.0
13003,DIABETES,16.5
12111,BPHIGH,32.8
13137,CASTHMA,9.9
13099,CHECKUP,81.1
12111,CASTHMA,10.1
08025,DENTAL,48.6
12129,CHECKUP,74.4
12099,BPHIGH,29.4
13111,CHECKUP,74.8
06113,BPHIGH,26.0
12133,CHECKUP,73.8
12107,DIABETES,13.4
10003,CHECKUP,77.6
12123,DENTAL,49.9
08021,DENTAL,54.9
12083,DENTAL,52.8
12063,DENTAL,45.2
06107,DENTAL,52.6
13023,DIABETES,12.8
12045,HIGHCHOL,32.8
10003,ACCESS2,8.6
08063,DENTAL,62.5
08039,BPHIGH,29.9
13119,BPHIGH,36.5
08025,HIGHCHOL,29.9
06111,CASTHMA,9.5
12107,DENTAL,46.5
12083,HIGHCHOL,32.3
09150,BPHIGH,29.6
13063,DENTAL,48.5
13151,HIGHCHOL,35.7
12097,HIGHCHOL,37.6
13051,HIGHCHOL,35.4
08039,CHECKUP,73.8
13143,HIGHCHOL,37.7
06075,DENTAL,69.7
13037,CASTHMA,10.6
08011,CASTHMA,10.8
06081,HIGHCHOL,32.7
13077,DENTAL,64.3
13095,HIGHCHOL,32.3
12129,BPHIGH,37.4
06083,DENTAL,65.3
08073,ACCESS2,14.7
13103,HIGHCHOL,35.8
08007,ACCESS2,10.7
12117,CASTHMA,9.1
12079,DENTAL,45.1
13159,CHECKUP,76.1
06111,ACCESS2,10.7
08103,DIABETES,8.0
13141,DIABETES,18.3
06115,ACCESS2,11.0
08085,CASTHMA,11.3
12115,BPHIGH,28.8
08095,DIABETES,9.6
06079,CHECKUP,69.4
12091,DIABETES,9.6
13061,DIABETES,16.1
09180,HIGHCHOL,36.2
12009,HIGHCHOL,32.7
08107,CASTHMA,10.6
12005,HIGHCHOL,39.5
06105,CASTHMA,11.3
12085,CHECKUP,73.9
12111,DENTAL,56.2
10001,CHECKUP,82.3
13077,CASTHMA,9.9
08081,ACCESS2,13.3
13151,DENTAL,60.6
08111,DIABETES,7.8
13157,HIGHCHOL,33.1
06115,CASTHMA,10.4
13151,DIABETES,12.4
09170,HIGHCHOL,38.2
08113,CHECKUP,73.4
12089,CHECKUP,79.4
08001,CHECKUP,70.1
08121,CHECKUP,72.6
12099,CASTHMA,9.2
13127,BPHIGH,44.0
08049,CHECKUP,69.6
12105,CHECKUP,77.3
12119,DENTAL,61.1
12055,CASTHMA,9.9
13013,BPHIGH,34.6
13073,BPHIGH,36.7
12061,CASTHMA,9.4
08039,DENTAL,67.4
09170,DENTAL,67.9
08049,BPHIGH,25.1
13029,CASTHMA,9.6
13047,ACCESS2,11.6
12031,ACCESS2,13.7
08079,BPHIGH,34.3
13035,DENTAL,53.7
13163,CASTHMA,11.5
12133,BPHIGH,37.7
12021,ACCESS2,16.8
12121,DIABETES,11.9
13107,DIABETES,14.7
12113,HIGHCHOL,37.1
08055,DENTAL,59.0
13005,HIGHCHOL,39.7
08055,DENTAL,56.9
13089,BPHIGH,36.3
12117,CHECKUP,76.7
09190,DENTAL,72.8
13017,DENTAL,47.2
12059,DENTAL,47.1
13133,ACCESS2,11.0
13135,BPHIGH,32.7
12003,CASTHMA,10.3
08069,DENTAL,68.5
08003,DENTAL,53.6
08073,BPHIGH,32.6
08013,CHECKUP,69.3
13083,BPHIGH,32.6
08041,CHECKUP,73.6
12127,CASTHMA,10.1
06101,DIABETES,12.8
08007,DENTAL,65.6
08015,CHECKUP,73.8
13161,CASTHMA,10.8
12075,CHECKUP,78.9
12117,ACCESS2,13.0
13099,ACCESS2,16.3
08019,CHECKUP,74.4
09120,CASTHMA,10.5
12129,DENTAL,56.9
12095,ACCESS2,16.1
12123,CASTHMA,10.6
08085,DENTAL,62.8
13061,ACCESS2,15.3
08027,CHECKUP,77.8
13027,HIGHCHOL,34.9
12077,CHECKUP,75.4
13035,HIGHCHOL,33.3
08059,DENTAL,67.4
08079,DENTAL,65.5
13027,CASTHMA,11.2
08057,BPHIGH,29.6
08085,HIGHCHOL,36.4
08013,ACCESS2,7.8
12125,DIABETES,14.5
06089,HIGHCHOL,39.0
08043,DENTAL,57.5
13087,ACCESS2,16.4
12115,DENTAL,64.0
08039,DENTAL,66.0
13099,DIABETES,15.4
13147,DENTAL,59.7
12043,DENTAL,44.2
08073,DIABETES,9.4
06113,DENTAL,61.2
08023,CHECKUP,75.1
12001,DIABETES,10.5
13135,HIGHCHOL,36.2
12095,DIABETES,11.7
13049,ACCESS2,21.2
08033,BPHIGH,28.6
08101,HIGHCHOL,32.1
13029,BPHIGH,32.5
08031,CHECKUP,69.6
13101,BPHIGH,36.1
13067,BPHIGH,30.7
08009,BPHIGH,37.8
12103,CASTHMA,9.5
06085,HIGHCHOL,34.2
13045,BPHIGH,35.9
12069,DIABETES,14.5
13139,CHECKUP,75.2
08095,HIGHCHOL,35.5
13151,CASTHMA,10.6
10005,ACCESS2,10.5
13081,CASTHMA,11.7
13089,DENTAL,58.8
06109,BPHIGH,36.8
13075,CHECKUP,78.1
13111,CASTHMA,10.3
12055,ACCESS2,17.9
12085,DIABETES,13.6
12041,CASTHMA,10.3
13129,ACCESS2,16.6
08095,ACCESS2,15.3
06093,CHECKUP,70.0
12017,HIGHCHOL,33.9
13149,DIABETES,14.3
12075,CASTHMA,10.3
13025,DENTAL,52.6
12005,ACCESS2,12.5
06095,BPHIGH,33.3
06077,CASTHMA,9.5
12057,DIABETES,11.5
13155,DENTAL,51.9
09140,ACCESS2,10.3
12101,DIABETES,12.8
13141,CHECKUP,81.5
12101,ACCESS2,14.5
08043,CASTHMA,11.0
06097,DENTAL,68.4
08035,CASTHMA,10.5
13069,ACCESS2,19.4
12001,DENTAL,57.7
10005,DIABETES,9.8
13031,DENTAL,59.8
13063,CHECKUP,80.0
08019,ACCESS2,7.3
13077,DIABETES,10.8
12071,CASTHMA,9.2
12019,BPHIGH,32.9
08029,ACCESS2,12.9
09140,DIABETES,10.6
12091,CHECKUP,76.1
12129,ACCESS2,12.8
13123,HIGHCHOL,44.2
12109,CHECKUP,80.7
13065,DIABETES,17.3
13159,CASTHMA,10.4
12105,BPHIGH,36.2
13019,HIGHCHOL,33.9
12015,ACCESS2,13.0
13007,ACCESS2,17.6
13047,DIABETES,10.3
06093,DENTAL,60.4
12129,CASTHMA,10.0
06073,CASTHMA,8.9
08119,CASTHMA,11.0
12035,HIGHCHOL,33.9
12007,ACCESS2,16.2
06097,ACCESS2,8.8
12073,DIABETES,11.3
09110,CASTHMA,11.6
12093,BPHIGH,41.4
13109,DIABETES,16.8
06113,ACCESS2,9.3
12021,DIABETES,9.5
08007,HIGHCHOL,38.2
12007,BPHIGH,38.5
10005,DENTAL,63.8
06113,DIABETES,10.1
08005,CHECKUP,69.5
13051,ACCESS2,12.4
12039,DIABETES,19.2
13113,CASTHMA,9.3
12121,DENTAL,49.5
13055,DIABETES,13.5
12083,DIABETES,14.9
13007,DIABETES,16.9
13129,DIABETES,13.9
12111,DIABETES,14.5
12037,BPHIGH,35.3
13033,DIABETES,18.3
12027,DENTAL,43.6
13121,DIABETES,10.7
06115,DIABETES,11.3
13023,ACCESS2,13.7
12067,ACCESS2,18.1
12041,HIGHCHOL,41.1
13141,ACCESS2,19.5
12053,CASTHMA,9.9
12047,CHECKUP,77.9
13159,DENTAL,55.3
09170,BPHIGH,30.0
13033,HIGHCHOL,33.8
13157,BPHIGH,34.7
13125,CASTHMA,10.6
08005,ACCESS2,11.5
13153,CHECKUP,79.0
13085,CHECKUP,78.2
08085,ACCESS2,12.6
12001,BPHIGH,32.7
08021,DIABETES,11.0
12039,ACCESS2,18.0
12017,DENTAL,59.6
06103,CHECKUP,72.5
06073,CASTHMA,8.9
12105,DIABETES,11.8
12089,BPHIGH,36.9
08089,DIABETES,11.7
12109,DIABETES,8.2
08031,HIGHCHOL,28.4
13121,ACCESS2,10.2
12031,DIABETES,11.8
08081,DIABETES,9.2
13093,HIGHCHOL,40.0
08107,CHECKUP,72.8
08107,BPHIGH,27.9
08077,HIGHCHOL,31.8
12049,DENTAL,42.4
13001,DIABETES,14.6
12065,HIGHCHOL,34.7
08063,BPHIGH,27.7
13023,CASTHMA,10.9
06113,CHECKUP,70.5
13079,CASTHMA,10.4
13143,CHECKUP,75.4
08119,DIABETES,7.1
12063,HIGHCHOL,38.5
12007,BPHIGH,34.6
12023,DENTAL,50.0
13057,HIGHCHOL,37.5
12099,CHECKUP,79.9
06115,CHECKUP,69.8
10005,CHECKUP,83.7
08015,DENTAL,62.1
12047,CASTHMA,10.9
12123,BPHIGH,44.3
12071,BPHIGH,30.8
08089,ACCESS2,19.7
09140,BPHIGH,33.3
12065,CHECKUP,75.3
12007,DENTAL,46.9
12061,CHECKUP,75.7
06077,CASTHMA,9.5
12047,BPHIGH,44.3
12133,DENTAL,46.0
12021,ACCESS2,15.2
08095,CHECKUP,72.5
13087,BPHIGH,40.9
12093,CHECKUP,74.6
06105,BPHIGH,43.7
13161,ACCESS2,19.3
13043,DIABETES,13.9
12121,ACCESS2,17.1
13083,DIABETES,12.6
12039,ACCESS2,19.0
13097,CASTHMA,10.7
08087,CHECKUP,70.3
13161,HIGHCHOL,39.0
13021,DENTAL,53.4
12121,DENTAL,49.4
13123,DENTAL,59.6
12079,CHECKUP,76.6
13075,CASTHMA,11.0
12117,ACCESS2,13.4
12043,ACCESS2,24.5
08051,BPHIGH,24.6
06085,CASTHMA,7.9
08003,DIABETES,11.2
12083,CHECKUP,76.5
10001,BPHIGH,36.0
12129,DENTAL,56.2
13015,DENTAL,58.4
13057,ACCESS2,11.2
13147,CHECKUP,79.5
08027,CASTHMA,11.2
10001,DIABETES,12.4
13057,DIABETES,9.5
13013,BPHIGH,35.6
13013,DENTAL,59.6
13045,CASTHMA,10.4
08019,CASTHMA,10.6
12097,CHECKUP,75.1
13095,DIABETES,17.1
12061,ACCESS2,13.4
08055,DIABETES,9.4
06087,HIGHCHOL,30.8
12057,CHECKUP,76.6
12055,DIABETES,12.6
08014,HIGHCHOL,31.6
13001,ACCESS2,17.9
06075,DIABETES,9.3
06081,CASTHMA,8.5
11001,CASTHMA,10.2
08039,DIABETES,6.9
13099,CASTHMA,11.7
13015,HIGHCHOL,32.3
12127,BPHIGH,39.1
08101,CASTHMA,11.1
13141,BPHIGH,46.7
13079,CHECKUP,75.6
13101,CHECKUP,75.1
13027,DIABETES,15.7
08013,CHECKUP,68.4
13045,DIABETES,12.8
12101,ACCESS2,15.2
08067,BPHIGH,24.3
12109,BPHIGH,34.6
08115,HIGHCHOL,38.2
13029,DENTAL,63.7
13035,ACCESS2,14.8
09150,CHECKUP,80.0
13097,DIABETES,13.6
13115,DIABETES,12.6
13029,ACCESS2,10.6
12069,CHECKUP,79.9
08117,HIGHCHOL,29.9
13039,HIGHCHOL,33.6
08079,CHECKUP,76.2
06099,BPHIGH,30.6
06101,ACCESS2,11.9
13097,HIGHCHOL,36.1
08037,CHECKUP,70.0
12105,ACCESS2,19.7
09190,BPHIGH,24.9
13093,DENTAL,50.0
08023,BPHIGH,29.0
12055,ACCESS2,19.3
08073,DENTAL,57.5
13087,CASTHMA,11.1
08027,BPHIGH,26.6
12039,DIABETES,15.6
13033,BPHIGH,41.0
13145,CHECKUP,80.2
12027,BPHIGH,36.7
08119,CASTHMA,11.0
06111,CASTHMA,9.5
13059,BPHIGH,31.1
12035,DENTAL,59.4
08039,BPHIGH,24.7
08001,DENTAL,57.2
12033,DENTAL,54.6
09140,CHECKUP,77.9
08027,CHECKUP,69.9
08051,DENTAL,69.7
08049,HIGHCHOL,28.6
06107,BPHIGH,31.4
08047,DENTAL,66.9
12107,ACCESS2,18.0
08031,DENTAL,61.5
08077,BPHIGH,26.6
12043,DIABETES,14.4
13081,DIABETES,16.0
08013,ACCESS2,8.1
13067,BPHIGH,32.1
13165,CHECKUP,77.1
13021,DIABETES,15.2
13155,BPHIGH,38.3
06077,CHECKUP,70.0
08085,BPHIGH,26.5
13109,DENTAL,46.8
10005,DENTAL,60.6
09160,ACCESS2,7.1
08077,CASTHMA,11.4
08009,CASTHMA,12.2
12005,HIGHCHOL,34.0
06115,CASTHMA,10.4
12023,HIGHCHOL,34.2
12057,ACCESS2,16.3
12067,BPHIGH,36.0
13003,ACCESS2,25.2
13011,ACCESS2,14.8
13117,CHECKUP,77.9
12049,CHECKUP,73.6
12089,ACCESS2,10.7
13131,BPHIGH,44.0
06075,ACCESS2,6.2
08017,BPHIGH,27.4
08085,CASTHMA,11.1
08111,CASTHMA,10.4
06079,DIABETES,10.0
12027,DENTAL,43.1
10005,HIGHCHOL,37.4
12073,CHECKUP,76.0
12021,DIABETES,13.7
08083,BPHIGH,27.0
13035,HIGHCHOL,37.2
08125,CASTHMA,11.1
12043,DENTAL,44.8
08095,CASTHMA,11.2
13129,HIGHCHOL,34.4
08065,ACCESS2,12.0
13033,DENTAL,51.8
13119,CHECKUP,77.6
13067,ACCESS2,10.9
12051,CASTHMA,9.4
06113,DENTAL,60.7
12053,CHECKUP,74.7
12089,DIABETES,8.6
08061,CHECKUP,69.2
13109,HIGHCHOL,38.7
08001,ACCESS2,17.2
10003,DIABETES,12.2
08015,ACCESS2,9.9
13111,HIGHCHOL,45.8
08035,DENTAL,74.8
13161,DENTAL,47.0
13095,DENTAL,50.6
08081,DENTAL,54.6
13153,ACCESS2,11.5
09110,DENTAL,69.1
08001,BPHIGH,27.3
08089,DENTAL,48.9
08043,BPHIGH,27.8
12111,CHECKUP,78.1
13121,CASTHMA,9.4
13089,BPHIGH,37.4
12039,DENTAL,49.5
12013,DIABETES,15.2
13081,ACCESS2,16.6
12133,CASTHMA,10.5
08115,CHECKUP,69.1
13087,HIGHCHOL,39.9
13059,CHECKUP,77.4
13085,CASTHMA,9.6
12113,DIABETES,10.9
13067,DIABETES,10.1
06073,CHECKUP,71.9
13053,CHECKUP,69.4
13115,CHECKUP,77.6
12105,DENTAL,51.2
08031,ACCESS2,12.1
12075,CASTHMA,10.5
13073,CASTHMA,9.6
13019,BPHIGH,37.2
08117,CHECKUP,71.6
12035,CHECKUP,75.6
13093,HIGHCHOL,33.7
12091,HIGHCHOL,34.4
13067,CHECKUP,77.6
13083,DENTAL,62.2
13075,ACCESS2,16.8
06095,DIABETES,12.1
09110,BPHIGH,32.5
08045,DIABETES,8.9
13117,DIABETES,9.9
12061,BPHIGH,40.0
06085,ACCESS2,6.8
06109,CASTHMA,10.5
13097,BPHIGH,36.1
12037,DIABETES,15.3
12103,CHECKUP,75.2
13015,ACCESS2,13.3
12109,HIGHCHOL,31.4
08123,DENTAL,62.9
13045,ACCESS2,13.9
13045,DENTAL,60.1
08029,DIABETES,12.4
13009,ACCESS2,13.6
08065,CHECKUP,70.0
12029,ACCESS2,16.2
08041,HIGHCHOL,31.1
08093,DENTAL,65.3
08099,CASTHMA,11.1
12017,ACCESS2,12.4
12077,CASTHMA,10.1
06077,BPHIGH,29.3
13051,HIGHCHOL,32.2
12005,BPHIGH,33.5
13139,HIGHCHOL,38.9
08097,BPHIGH,23.3
12117,BPHIGH,29.4
13015,DIABETES,10.8
12009,ACCESS2,11.6
06107,ACCESS2,18.3
13145,DIABETES,9.9
12065,BPHIGH,46.3
13157,CHECKUP,75.9
08005,BPHIGH,26.6
12129,DIABETES,10.8
13125,BPHIGH,40.5
13087,DENTAL,51.8
12007,CASTHMA,10.5
13055,ACCESS2,17.2
13057,DENTAL,64.7
13117,ACCESS2,8.5
08075,CHECKUP,68.3
12051,BPHIGH,36.2
12037,ACCESS2,13.9
13059,HIGHCHOL,31.4
08091,CASTHMA,10.6
13081,BPHIGH,47.5
12099,ACCESS2,15.4
13011,DIABETES,11.5
09170,HIGHCHOL,34.0
06107,HIGHCHOL,34.0
13151,DIABETES,13.4
13097,DENTAL,58.6
12079,CASTHMA,11.0
13033,CASTHMA,11.4
08057,CHECKUP,74.4
13115,ACCESS2,15.3
12023,CASTHMA,10.4
08065,DIABETES,7.8
09130,DIABETES,7.3
06079,ACCESS2,8.0
10001,DENTAL,61.9
13029,DIABETES,10.0
12086,DENTAL,52.6
13157,CASTHMA,9.7
12027,CHECKUP,73.4
08125,CHECKUP,71.5
08049,CHECKUP,72.8
12029,DIABETES,16.1
08091,BPHIGH,24.2
13143,DIABETES,12.6
13017,BPHIGH,41.8
12093,CASTHMA,9.9
08055,ACCESS2,15.0
13095,CASTHMA,11.9
08121,BPHIGH,32.6
08113,BPHIGH,24.7
06075,DENTAL,69.5
13105,CHECKUP,79.8
13029,HIGHCHOL,32.6
12133,BPHIGH,42.3
06081,CHECKUP,71.6
12009,CHECKUP,75.8
08047,ACCESS2,8.1
08121,BPHIGH,26.6
08105,HIGHCHOL,29.2
08069,DIABETES,6.9
08045,ACCESS2,13.8
12017,CHECKUP,74.8
08039,ACCESS2,8.7
08119,DENTAL,65.9
12055,BPHIGH,33.8
09130,ACCESS2,7.1
13127,CASTHMA,10.3
13013,DIABETES,11.6
13011,CASTHMA,10.1
08089,HIGHCHOL,30.4
08083,CASTHMA,11.8
10001,ACCESS2,9.8
09180,BPHIGH,34.4
08061,DIABETES,8.3
12121,HIGHCHOL,41.2
13119,ACCESS2,14.7
06095,CASTHMA,10.1
13135,HIGHCHOL,33.9
12071,DENTAL,60.0
12125,HIGHCHOL,39.7
08047,DIABETES,7.3
12087,ACCESS2,14.6
13129,DENTAL,51.1
12013,HIGHCHOL,34.7
13013,ACCESS2,14.9
13027,BPHIGH,47.9
13107,ACCESS2,16.7
13119,DIABETES,12.4
10003,CASTHMA,10.4
12045,CHECKUP,77.7
08119,BPHIGH,33.4
12115,ACCESS2,11.5
13109,CASTHMA,10.9
08017,ACCESS2,11.9
13135,BPHIGH,33.4
12001,ACCESS2,11.7
09190,CASTHMA,9.8
08119,HIGHCHOL,28.4
13151,HIGHCHOL,32.9
12085,BPHIGH,26.7
12031,HIGHCHOL,30.9
13129,HIGHCHOL,39.1
13079,DENTAL,54.8
12049,HIGHCHOL,34.5
12103,HIGHCHOL,41.8
08073,CHECKUP,70.3
08107,CHECKUP,69.9
06079,DENTAL,68.9
13063,BPHIGH,41.7
12095,BPHIGH,31.7
12053,HIGHCHOL,33.5
12081,BPHIGH,39.5
08067,CHECKUP,70.0
12049,DIABETES,15.6
13049,BPHIGH,40.1
12099,DIABETES,10.6
08031,DIABETES,7.8
08103,CHECKUP,72.3
13111,BPHIGH,44.8
13025,CASTHMA,10.6
08103,BPHIGH,31.1
12045,DIABETES,14.1
13103,ACCESS2,11.5
12069,HIGHCHOL,32.4
13035,BPHIGH,39.6
12107,CHECKUP,74.4
13065,ACCESS2,16.7
13031,CASTHMA,10.6
08099,DENTAL,52.3
08051,CHECKUP,70.3
12041,CHECKUP,77.1
12075,HIGHCHOL,42.2
12085,ACCESS2,13.5
08119,HIGHCHOL,37.3
13009,DENTAL,53.5
13103,HIGHCHOL,32.9
08021,DIABETES,13.8
13143,ACCESS2,12.6
08107,BPHIGH,23.9
13153,CASTHMA,10.1
12053,ACCESS2,14.7
13027,ACCESS2,17.5
13083,ACCESS2,11.5
12087,HIGHCHOL,40.9
08123,DIABETES,9.3
08091,CHECKUP,70.8
13145,ACCESS2,10.3
13001,DIABETES,17.4
13155,DIABETES,13.5
08007,DIABETES,11.7
12133,CHECKUP,76.3
13165,DENTAL,43.9
06097,CHECKUP,73.2
12073,ACCESS2,11.5
12115,HIGHCHOL,32.5
08011,ACCESS2,22.3
12097,DENTAL,54.4
13165,ACCESS2,18.2
06107,DIABETES,13.1
12107,HIGHCHOL,42.0
13013,CHECKUP,76.3
08085,DIABETES,8.5
06083,CHECKUP,70.6
13001,HIGHCHOL,35.5
08115,DENTAL,57.9
08081,HIGHCHOL,29.8
13131,CHECKUP,79.5
09130,ACCESS2,6.4
